0.0,287,127,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0,0,0
0.03,0,0,0,0,0,0,0,0,0,0
0.04,0,0,0,0,0,0,0,0,0,0
0.05,0,0,0,0,0,0,0,0,0,0
0.06,0,0,0,0,0,0,0,0,0,0
0.07,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0
0.09,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0,0,0,0,0,0,0,0
0.11,0,0,0,1,1,3,0,1,1,0
0.12,1,1,3,3,3,3,3,3,7,3
0.13,3,3,7,7,7,7,7,7,7,7
0.14,7,7,15,7,15,15,15,15,7,15
0.15,7,15,15,15,15,15,15,15,15,15
0.16,15,15,31,31,23,31,31,15,31,15
0.17,23,31,31,31,31,31,31,31,31,31
0.18,31,31,31,31,31,31,31,31,31,31
0.19,31,31,47,47,31,31,47,47,47,31
0.2,47,31,63,63,63,63,55,63,63,47
0.21,47,63,63,63,63,63,63,63,63,63
0.22,63,63,63,63,63,63,63,63,63,63
0.23,63,63,63,63,63,63,63,63,63,63
0.24,63,63,95,95,95,95,63,95,63,63
0.25,95,95,95,95,95,95,95,95,95,95
0.26,95,95,95,95,95,95,95,95,95,95
0.27,95,95,111,111,95,111,111,111,95,111
0.28,95,111,127,119,127,127,127,127,127,111
0.29,127,127,127,127,127,127,127,127,127,127
0.3,127,127,127,127,127,127,127,127,127,127
0.31,127,127,127,127,127,127,127,127,127,127
0.32,127,127,127,127,159,127,159,159,159,159
0.33,127,127,159,159,159,159,159,159,159,159
0.34,159,159,159,159,159,175,159,159,159,159
0.35000000000000003,175,159,183,175,191,175,183,175,175,175
0.36,175,175,191,191,191,191,191,191,191,191
0.37,191,191,191,191,191,191,191,191,191,191
0.38,191,191,191,191,191,191,191,191,191,191
0.39,191,191,191,191,223,191,191,191,191,207
0.4,223,215,223,223,223,223,223,223,223,223
0.41000000000000003,223,223,223,223,223,223,223,223,223,223
0.42,223,223,223,239,223,239,239,239,223,223
0.43,239,239,255,239,239,239,255,247,247,247
0.44,255,247,255,255,255,255,255,255,255,255
0.45,255,255,255,255,255,255,255,255,255,255
0.46,255,255,255,255,255,255,255,255,255,255
0.47000000000000003,255,255,271,287,271,287,255,255,255,255
0.48,287,279,287,287,287,287,287,287,287,287
0.49,287,287,287,287,287,287,287,287,287,287
0.5,287,287,303,303,303,303,287,287,303,287
0.51,303,303,319,319,303,311,311,319,319,319
0.52,319,319,319,319,319,319,319,319,319,319
0.53,319,319,319,319,319,319,319,319,319,319
0.54,319,319,319,319,319,319,319,319,319,319
0.55,319,191,319,335,351,335,335,335,351,335
0.56,319,351,351,351,351,351,351,351,351,351
0.5700000000000001,351,351,351,351,351,351,351,351,351,351
0.58,351,351,351,367,367,367,367,367,367,367
0.59,351,367,367,367,367,375,367,375,375,367
0.6,367,367,383,383,383,383,383,383,383,383
0.61,383,383,383,383,383,383,383,383,383,383
0.62,383,383,383,383,383,383,383,383,383,383
0.63,383,383,383,383,383,383,383,383,383,383
0.64,383,383,407,415,415,415,415,415,415,415
0.65,415,415,415,415,415,415,415,415,415,415
0.66,415,415,415,415,415,415,415,415,415,415
0.67,415,415,431,431,431,431,431,431,431,431
0.68,431,431,439,447,447,447,447,439,447,447
0.6900000000000001,447,447,447,447,447,447,447,447,447,447
0.7000000000000001,447,447,447,447,447,447,447,447,447,447
0.71,447,447,447,447,447,447,447,447,447,447
0.72,447,447,471,479,471,479,479,479,479,479
0.73,479,479,479,479,479,479,479,479,479,479
0.74,479,479,479,479,479,479,479,479,495,495
0.75,495,495,495,503,503,503,495,503,495,495
0.76,495,495,511,511,511,511,511,511,511,511
0.77,511,511,511,511,511,511,511,511,511,511
0.78,511,511,15,511,15,503,15,503,15,511
0.79,15,511,23,511,15,511,15,511,15,511
0.8,15,511,31,511,31,511,31,511,31,511
0.81,31,15,15,15,15,15,15,15,15,15
0.8200000000000001,15,15,31,31,31,31,31,31,31,31
0.8300000000000001,31,31,31,31,31,31,31,31,31,31
0.84,31,31,47,47,47,47,47,47,47,47
0.85,47,47,63,63,63,63,63,63,63,63
0.86,63,63,63,63,63,63,63,63,63,63
0.87,63,63,63,79,79,63,63,79,63,63
0.88,63,63,95,87,87,87,95,95,95,95
0.89,87,95,95,95,95,95,95,95,95,95
0.9,95,95,111,111,111,111,111,111,111,111
0.91,111,111,119,127,119,119,111,123,119,127
0.92,119,119,127,127,127,127,127,127,127,127
0.93,127,127,127,127,127,127,127,127,127,127
0.9400000000000001,127,127,143,151,151,151,143,143,151,151
0.9500000000000001,143,143,159,159,159,159,159,159,159,159
0.96,159,159,159,175,159,159,159,159,159,159
0.97,159,159,175,175,175,175,175,175,175,175
0.98,175,175,191,191,191,183,187,187,191,191
0.99,191,191,191,191,191,191,191,191,191,191
1.0,191,191,191,191,191,191,191,191,191,191
1.01,191,191,207,207,207,207,207,207,207,215
1.02,215,215,223,223,223,223,223,223,223,223
1.03,223,223,223,223,223,223,223,223,237,223
1.04,223,223,239,239,239,239,239,239,239,239
1.05,239,239,247,247,247,251,247,247,247,255
1.06,247,251,255,255,255,255,255,255,255,255
1.07,255,255,255,255,255,255,255,255,255,255
1.08,255,255,271,271,271,271,271,271,271,279
1.09,271,271,283,287,287,287,283,287,279,279
1.1,287,279,287,287,287,287,287,287,287,287
1.11,287,287,299,299,303,303,303,303,303,303
1.12,303,303,311,303,311,311,303,303,311,311
1.1300000000000001,303,311,319,319,319,319,319,319,319,319
1.1400000000000001,319,319,319,319,319,319,319,319,319,319
1.1500000000000001,319,319,335,335,335,335,335,335,335,335
1.16,335,335,335,343,343,335,343,343,339,343
1.17,343,343,351,351,351,351,351,351,351,351
1.18,351,351,359,359,359,351,359,359,351,359
1.19,359,351,367,367,367,367,367,367,367,367
